MONTH_END_DATE,PRIMARY_PLAN_TYPE,COUNTRY_CODE,Monthly Active Users
2024-01-31,Education,KI,1
2024-02-29,Education,KI,1
2024-02-29,Education,KI,1
2024-02-29,Education,KI,1
2024-02-29,Free,KI,64
2024-03-31,Canva Pro - NFP,KI,2
2024-03-31,Canva Pro - NFP,KI,2
2024-03-31,Education,KI,1
2024-03-31,Education,KI,1
2024-03-31,Enterprise,KI,3
2024-03-31,Free,KI,75
2024-03-31,Free,KI,75
2024-04-30,Canva Pro,KI,14
2024-04-30,Canva Pro,KI,14
2024-04-30,Canva Pro - NFP,KI,2
2024-04-30,Education,KI,1
2024-04-30,Education,KI,1
2024-04-30,Enterprise,KI,3
2024-05-31,Canva Pro,KI,10
2024-05-31,Canva Pro,KI,12
2024-05-31,Free,KI,72
2024-05-31,Free,KI,75
2024-06-30,Canva Pro,KI,14
2024-06-30,Canva Pro,KI,12
2024-06-30,Canva Pro - NFP,KI,2
2024-06-30,Education,KI,1
2024-06-30,Education,KI,1
2024-06-30,Free,KI,107
2024-07-31,Canva Pro,KI,13
2024-07-31,Canva Pro,KI,13
2024-07-31,Canva Pro,KI,12
2024-07-31,Canva Pro - NFP,KI,1
2024-07-31,Education,KI,2
2024-07-31,Free,KI,92
2024-07-31,Free,KI,75
2024-08-31,Canva Pro,KI,14
2024-08-31,Canva Pro,KI,13
2024-08-31,Education,KI,2
2024-08-31,Education,KI,1
2024-08-31,Free,KI,75
2024-08-31,Free,KI,92
2024-09-30,Canva for Teams,KI,3
2024-09-30,Canva Pro,KI,13
2024-09-30,Canva Pro,KI,13
2024-09-30,Canva Pro,KI,12
2024-09-30,Canva Pro,KI,14
2024-09-30,Canva Pro,KI,13
2024-09-30,Canva Pro - NFP,KI,2
2024-09-30,Education,KI,2
2024-09-30,Free,KI,84
2024-09-30,Free,KI,107
2024-09-30,Free,KI,72
2024-10-31,Canva Pro,KI,14
2024-10-31,Canva Pro,KI,14
2024-10-31,Canva Pro,KI,12
2024-10-31,Education,KI,1
2024-10-31,Education,KI,2
2024-10-31,Education,KI,2
2024-10-31,Education,KI,1
2024-10-31,Free,KI,80
2024-11-30,Canva Pro,KI,13
2024-11-30,Canva Pro,KI,13
2024-11-30,Canva Pro - NFP,KI,2
2024-11-30,Education,KI,1
2024-11-30,Education,KI,1
2024-11-30,Free,KI,109
2024-11-30,Free,KI,84
2024-12-31,Canva for Teams,KI,7
2024-12-31,Canva Pro,KI,12
2024-12-31,Canva Pro,KI,14
2024-12-31,Canva Pro,KI,13
2024-12-31,Canva Pro,KI,13
2024-12-31,Canva Pro - NFP,KI,1
2024-12-31,Canva Pro - NFP,KI,2
2020-01-31,Canva for Teams,KM,19
2020-01-31,Canva Pro,KM,14
2020-01-31,Canva Pro - NFP,KM,0
2020-02-29,Canva Pro,KM,1
2020-02-29,Canva Pro - NFP,KM,1
2020-02-29,Canva Pro - NFP,KM,0
2020-03-31,Canva for Teams,KM,13
2020-03-31,Canva Pro,KM,14
2020-03-31,Education,KM,0
2020-03-31,Education,KM,1
2020-04-30,Canva Pro,KM,1
2020-04-30,Free,KM,115
2020-04-30,Free,KM,59
2020-05-31,Canva for Teams,KM,14
2020-05-31,Free,KM,95
2020-06-30,Canva Pro,KM,1
2020-06-30,Canva Pro,KM,9
2020-06-30,Education,KM,1
2020-06-30,Free,KM,103
2020-08-31,Canva Pro - NFP,KM,1
2020-08-31,Canva Pro - NFP,KM,1
2020-08-31,Free,KM,103
2020-09-30,Canva Pro,KM,5
2020-09-30,Canva Pro - NFP,KM,0
2020-09-30,Education,KM,0
2020-09-30,Free,KM,115
2020-09-30,Free,KM,83
2020-10-31,Canva Pro - NFP,KM,1
2020-10-31,Canva Pro - NFP,KM,0
2020-11-30,Canva Pro,KM,14
2020-11-30,Canva Pro,KM,7
2020-11-30,Canva Pro - NFP,KM,0
2020-11-30,Education,KM,1
2020-11-30,Free,KM,82
2020-11-30,Unknown,KM,0
2020-12-31,Education,KM,1
2020-12-31,Free,KM,65
2021-01-31,Canva Pro,KM,21
2021-01-31,Canva Pro,KM,23
2021-01-31,Canva Pro,KM,21
2021-02-28,Canva Pro,KM,16
2021-02-28,Canva Pro,KM,23
2021-03-31,Canva Pro,KM,22
2021-03-31,Free,KM,196
2021-03-31,Free,KM,135
2021-04-30,Canva for Teams,KM,14
2021-04-30,Canva Pro,KM,21
2021-04-30,Canva Pro - NFP,KM,1
2021-05-31,Canva Pro,KM,23
2021-05-31,Canva Pro,KM,23
2021-05-31,Canva Pro - NFP,KM,1
2021-06-30,Canva for Teams,KM,11
2021-06-30,Canva Pro,KM,17
2021-06-30,Canva Pro - NFP,KM,1
2021-06-30,Canva Pro - NFP,KM,0
2021-06-30,Canva Pro - NFP,KM,1
2021-06-30,Canva Pro - NFP,KM,1
2021-06-30,Education,KM,1
2021-06-30,Free,KM,197
2021-07-31,Canva for Teams,KM,7
2021-07-31,Canva Pro,KM,23
2021-07-31,Canva Pro - NFP,KM,0
2021-07-31,Canva Pro - NFP,KM,1
2021-07-31,Canva Pro - NFP,KM,1
2021-07-31,Free,KM,196
2021-07-31,Free,KM,143
2021-08-31,Canva Pro - NFP,KM,0
2021-08-31,Free,KM,197
2021-08-31,Free,KM,171
2021-09-30,Canva for Teams,KM,0
2021-09-30,Canva Pro,KM,17
2021-09-30,Canva Pro - NFP,KM,1
2021-10-31,Canva for Teams,KM,11
2021-10-31,Canva for Teams,KM,7
2021-10-31,Canva Pro,KM,23
2021-10-31,Education,KM,1
2021-10-31,Education,KM,0
2021-10-31,Education,KM,1
2021-11-30,Canva for Teams,KM,9
2021-11-30,Canva for Teams,KM,11
2021-11-30,Canva Pro,KM,22
2021-12-31,Education,KM,1
2021-12-31,Education,KM,2
2021-12-31,Enterprise,KM,1
2021-12-31,Enterprise,KM,1
2022-01-31,Canva Pro,KM,32
2022-01-31,Free,KM,143
2022-02-28,Canva Pro,KM,29
2022-02-28,Canva Pro - NFP,KM,1
2022-02-28,Education,KM,1
2022-02-28,Education,KM,1
2022-03-31,Canva Pro,KM,32
2022-03-31,Canva Pro,KM,31
2022-03-31,Free,KM,286
2022-03-31,Free,KM,233
2022-04-30,Canva Pro,KM,29
2022-04-30,Canva Pro,KM,31
2022-04-30,Canva Pro,KM,32
2022-04-30,Canva Pro,KM,33
2022-04-30,Education,KM,1
2022-04-30,Education,KM,2
2022-04-30,Free,KM,243
2022-05-31,Education,KM,2
2022-05-31,Free,KM,286
2022-05-31,Free,KM,215
2022-06-30,Canva for Teams,KM,7
2022-06-30,Canva Pro,KM,29
2022-06-30,Canva Pro,KM,32
2022-06-30,Education,KM,1
2022-08-31,Canva for Teams,KM,19
2022-08-31,Canva Pro,KM,33
2022-08-31,Canva Pro - NFP,KM,3
2022-08-31,Canva Pro - NFP,KM,2
2022-08-31,Free,KM,215
2022-08-31,Free,KM,243
2022-09-30,Canva Pro - NFP,KM,3
2022-09-30,Education,KM,2
2022-09-30,Education,KM,3
2022-09-30,Free,KM,297
2022-09-30,Free,KM,261
2022-10-31,Free,KM,234
2022-10-31,Free,KM,233
2022-11-30,Free,KM,215
2022-12-31,Canva Pro,KM,39
2022-12-31,Canva Pro - NFP,KM,2
2022-12-31,Free,KM,417
2022-12-31,Free,KM,415
2023-01-31,Canva for Teams,KM,9
2023-01-31,Canva Pro,KM,36
2023-01-31,Canva Pro - NFP,KM,3
2023-01-31,Free,KM,407
2023-02-28,Canva Pro,KM,38
2023-02-28,Canva Pro - NFP,KM,3
2023-02-28,Education,KM,3
2023-03-31,Canva for Teams,KM,14
2023-03-31,Canva Pro,KM,35
2023-03-31,Canva Pro,KM,36
2023-03-31,Education,KM,4
2023-03-31,Education,KM,3
2023-03-31,Free,KM,417
2023-04-30,Canva Pro - NFP,KM,2
2023-05-31,Canva for Teams,KM,13
2023-06-30,Education,KM,2
2023-06-30,Education,KM,2
2023-06-30,Free,KM,594
2023-07-31,Canva for Teams,KM,16
2023-07-31,Canva Pro - NFP,KM,2
2023-07-31,Education,KM,3
2023-08-31,Canva Pro - NFP,KM,1
2023-09-30,Canva for Teams,KM,8
2023-09-30,Canva Pro,KM,46
2023-09-30,Canva Pro,KM,54
2023-09-30,Canva Pro - NFP,KM,1
2023-09-30,Education,KM,2
2023-09-30,Free,KM,553
2023-10-31,Canva Pro - NFP,KM,1
2023-10-31,Canva Pro - NFP,KM,2
2023-10-31,Free,KM,530
2023-10-31,Free,KM,647
2023-11-30,Canva Pro,KM,52
2023-11-30,Canva Pro,KM,57
2023-11-30,Canva Pro - NFP,KM,2
2023-11-30,Canva Pro - NFP,KM,2
2023-11-30,Education,KM,9
2023-11-30,Education,KM,6
2023-12-31,Canva Pro,KM,52
2023-12-31,Canva Pro,KM,49
2023-12-31,Canva Pro,KM,46
2023-12-31,Canva Pro - NFP,KM,1
2023-12-31,Education,KM,6
2023-12-31,Free,KM,461
2023-12-31,Free,KM,456
2023-12-31,Free,KM,647
2024-01-31,Canva for Teams,KM,14
2024-01-31,Canva Pro,KM,53
2024-01-31,Canva Pro,KM,52
2024-01-31,Education,KM,5
2024-01-31,Free,KM,461
2024-02-29,Canva for Teams,KM,19
2024-02-29,Canva Pro,KM,57
2024-02-29,Canva Pro,KM,50
2024-02-29,Free,KM,530
2024-02-29,Free,KM,588
2024-03-31,Canva Pro,KM,55
2024-03-31,Canva Pro,KM,53
2024-03-31,Canva Pro - NFP,KM,2
2024-03-31,Canva Pro - NFP,KM,1
2024-03-31,Canva Pro - NFP,KM,2
2024-03-31,Education,KM,5
2024-04-30,Canva Pro,KM,54
2024-04-30,Education,KM,5
2024-05-31,Canva Pro - NFP,KM,2
2024-05-31,Education,KM,6
2024-05-31,Free,KM,594
2024-05-31,Free,KM,456
2024-06-30,Canva Pro,KM,50
2024-06-30,Canva Pro,KM,58
2024-06-30,Canva Pro - NFP,KM,2
2024-06-30,Canva Pro - NFP,KM,1
2024-06-30,Education,KM,4
2024-06-30,Education,KM,5
2024-06-30,Free,KM,768
2024-07-31,Free,KM,762
2024-07-31,Free,KM,922
2024-08-31,Canva for Teams,KM,26
2024-08-31,Canva Pro,KM,54
2024-08-31,Canva Pro - NFP,KM,2
2024-08-31,Education,KM,11
2024-08-31,Education,KM,6
2024-08-31,Free,KM,993
2024-08-31,Free,KM,768
2024-08-31,Free,KM,922
2024-09-30,Canva Pro - NFP,KM,1
2024-09-30,Canva Pro - NFP,KM,2
2024-09-30,Canva Pro - NFP,KM,1
2024-09-30,Education,KM,8
2024-09-30,Education,KM,7
2024-09-30,Free,KM,736
2024-10-31,Canva Pro - NFP,KM,2
2024-10-31,Canva Pro - NFP,KM,2
2024-10-31,Canva Pro - NFP,KM,2
2024-10-31,Free,KM,993
2024-11-30,Canva for Teams,KM,23
2024-11-30,Canva Pro,KM,53
2024-11-30,Canva Pro - NFP,KM,2
2024-11-30,Canva Pro - NFP,KM,2
2024-11-30,Free,KM,768
2024-12-31,Education,KM,6
2024-12-31,Education,KM,4
2024-12-31,Free,KM,768
2024-12-31,Free,KM,736
2020-01-31,Canva Pro,KN,59
2020-01-31,Canva Pro,KN,27
2020-02-29,Unknown,KN,1
2020-03-31,Canva Pro - NFP,KN,1
2020-03-31,Free,KN,257
2020-04-30,Canva Pro,KN,46
2020-04-30,Canva Pro,KN,46
2020-04-30,Education,KN,1
2020-04-30,Free,KN,386
2020-05-31,Education,KN,3
2020-05-31,Free,KN,342
2020-05-31,Unknown,KN,0
2020-07-31,Canva Pro - NFP,KN,1
2020-07-31,Education,KN,2
2020-07-31,Free,KN,371
2020-08-31,Canva Pro,KN,27
2020-08-31,Canva Pro,KN,43
2020-08-31,Education,KN,3
2020-08-31,Education,KN,2
2020-09-30,Canva Pro - NFP,KN,1
2020-09-30,Free,KN,342
2020-10-31,Canva Pro,KN,51
2020-10-31,Canva Pro - NFP,KN,1
2020-10-31,Canva Pro - NFP,KN,1
2020-10-31,Domain,KN,0
2020-10-31,Free,KN,180
2020-10-31,Free,KN,180
2020-11-30,Canva for Teams,KN,16
2020-11-30,Free,KN,386
2020-12-31,Canva Pro,KN,78
2020-12-31,Canva Pro - NFP,KN,1
2020-12-31,Education,KN,1
2020-12-31,Education,KN,2
2021-01-31,Canva for Teams,KN,16
2021-01-31,Canva Pro,KN,78
2021-01-31,Domain,KN,0
2021-01-31,Education,KN,2
2021-02-28,Enterprise,KN,0
2021-02-28,Enterprise,KN,0
2021-02-28,Free,KN,433
2021-03-31,Education,KN,1
2021-03-31,Unknown,KN,0
2021-04-30,Canva for Teams,KN,10
2021-04-30,Canva Pro,KN,86
2021-04-30,Canva Pro - NFP,KN,1
2021-04-30,Domain,KN,0
2021-04-30,Free,KN,401
2021-05-31,Canva Pro,KN,88
2021-05-31,Canva Pro - NFP,KN,2
2021-05-31,Canva Pro - NFP,KN,1
2021-05-31,Education,KN,2
2021-05-31,Education,KN,2
2021-05-31,Unknown,KN,1
2021-06-30,Education,KN,1
2021-06-30,Free,KN,440
2021-07-31,Canva Pro,KN,105
2021-07-31,Unknown,KN,1
2021-08-31,Canva Pro - NFP,KN,2
2021-08-31,Canva Pro - NFP,KN,1
2021-08-31,Education,KN,2
2021-08-31,Unknown,KN,1
2021-09-30,Canva Pro - NFP,KN,1
2021-09-30,Education,KN,3
2021-09-30,Education,KN,1
2021-09-30,Free,KN,455
2021-09-30,Free,KN,423
2021-09-30,Unknown,KN,1
2021-10-31,Canva for Teams,KN,13
2021-10-31,Canva Pro,KN,113
2021-10-31,Canva Pro,KN,113
2021-10-31,Canva Pro - NFP,KN,1
2021-10-31,Canva Pro - NFP,KN,1
2021-11-30,Canva Pro,KN,113
2021-11-30,Canva Pro,KN,105
2021-11-30,Domain,KN,0
2021-11-30,Education,KN,2
2021-11-30,Free,KN,536
2021-11-30,Free,KN,493
2021-11-30,Free,KN,536
2021-12-31,Canva Pro,KN,110
2021-12-31,Canva Pro,KN,105
2021-12-31,Free,KN,546
2022-01-31,Canva Pro,KN,146
2022-01-31,Free,KN,493
2022-01-31,Unknown,KN,1
2022-02-28,Canva Pro,KN,158
2022-02-28,Canva Pro,KN,168
2022-02-28,Canva Pro - NFP,KN,2
2022-02-28,Education,KN,4
2022-02-28,Free,KN,577
2022-03-31,Canva for Teams,KN,17
2022-03-31,Canva Pro,KN,143
2022-03-31,Canva Pro,KN,155
2022-03-31,Canva Pro - NFP,KN,2
2022-03-31,Free,KN,523
2022-03-31,Free,KN,546
2022-03-31,Free,KN,519
2022-03-31,Unknown,KN,1
2022-04-30,Canva for Teams,KN,21
2022-04-30,Canva for Teams,KN,0
2022-04-30,Canva Pro,KN,146
2022-04-30,Canva Pro - NFP,KN,2
2022-04-30,Free,KN,546
2022-04-30,Free,KN,523
2022-05-31,Canva Pro,KN,155
2022-05-31,Education,KN,3
2022-06-30,Canva Pro,KN,176
2022-06-30,Canva Pro - NFP,KN,1
2022-06-30,Education,KN,5
2022-06-30,Education,KN,5
2022-06-30,Free,KN,563
2022-07-31,Canva Pro,KN,162
2022-07-31,Education,KN,5
2022-07-31,Education,KN,4
2022-07-31,Free,KN,563
2022-08-31,Canva for Teams,KN,16
2022-08-31,Free,KN,539
2022-08-31,Free,KN,536
2022-08-31,Free,KN,519
2022-09-30,Canva Pro - NFP,KN,2
2022-09-30,Enterprise,KN,1
2022-09-30,Free,KN,577
2022-09-30,Free,KN,493
2022-09-30,Unknown,KN,1
2022-09-30,Unknown,KN,1
2022-10-31,Canva for Teams,KN,0
2022-10-31,Canva Pro,KN,246
2022-10-31,Canva Pro - NFP,KN,2
2022-10-31,Domain,KN,1
2022-10-31,Enterprise,KN,0
2022-10-31,Free,KN,868
2022-10-31,Free,KN,818
2022-11-30,Canva Pro - NFP,KN,2
2022-11-30,Canva Pro - NFP,KN,2
2022-11-30,Canva Pro - NFP,KN,2
2022-11-30,Canva Pro - NFP,KN,2
2022-11-30,Canva Pro - NFP,KN,2
2022-11-30,Domain,KN,0
2022-11-30,Free,KN,695
2022-11-30,Unknown,KN,0
2022-12-31,Canva for Teams,KN,13
2022-12-31,Canva Pro,KN,213
2022-12-31,Canva Pro - NFP,KN,2
2022-12-31,Unknown,KN,1
2023-01-31,Canva Pro,KN,246
2023-01-31,Canva Pro - NFP,KN,2
2023-01-31,Canva Pro - NFP,KN,2
2023-01-31,Canva Pro - NFP,KN,2
2023-01-31,Education,KN,6
2023-01-31,Education,KN,6
2023-01-31,Enterprise,KN,0
2023-02-28,Canva Pro,KN,225
2023-02-28,Canva Pro,KN,225
2023-02-28,Canva Pro,KN,199
2023-02-28,Canva Pro,KN,213
2023-02-28,Canva Pro - NFP,KN,1
2023-02-28,Enterprise,KN,1
2023-02-28,Free,KN,744
2023-03-31,Canva Pro,KN,203
2023-03-31,Canva Pro,KN,203
2023-03-31,Canva Pro,KN,246
2023-03-31,Education,KN,5
2023-03-31,Free,KN,810
2023-04-30,Canva Pro - NFP,KN,4
2023-04-30,Unknown,KN,1
2023-05-31,Canva Pro,KN,275
2023-05-31,Canva Pro,KN,293
2023-05-31,Canva Pro - NFP,KN,4
2023-05-31,Canva Pro - NFP,KN,3
2023-05-31,Canva Pro - NFP,KN,5
2023-05-31,Education,KN,7
2023-05-31,Free,KN,744
2023-06-30,Canva for Teams,KN,21
2023-06-30,Canva Pro - NFP,KN,4
2023-06-30,Free,KN,810
2023-07-31,Canva Pro,KN,280
2023-07-31,Canva Pro - NFP,KN,3
2023-07-31,Canva Pro - NFP,KN,4
2023-08-31,Canva for Teams,KN,3
2023-08-31,Canva Pro,KN,280
2023-09-30,Canva Pro - NFP,KN,4
2023-09-30,Domain,KN,0
2023-09-30,Education,KN,7
2023-09-30,Education,KN,7
2023-09-30,Free,KN,810
2023-10-31,Canva Pro,KN,332
2023-10-31,Canva Pro,KN,322
2023-10-31,Canva Pro - NFP,KN,4
2023-10-31,Education,KN,8
2023-10-31,Free,KN,963
2023-11-30,Canva Pro - NFP,KN,5
2023-11-30,Canva Pro - NFP,KN,5
2023-11-30,Education,KN,11
2023-11-30,Free,KN,986
2023-11-30,Free,KN,1037
2023-12-31,Canva Pro - NFP,KN,4
2023-12-31,Education,KN,4
2023-12-31,Enterprise,KN,0
2023-12-31,Free,KN,1037
2023-12-31,Free,KN,986
2023-12-31,Free,KN,918
2024-01-31,Canva Pro - NFP,KN,4
2024-01-31,Education,KN,7
2024-01-31,Education,KN,4
2024-01-31,Free,KN,986
2024-01-31,Free,KN,978
2024-02-29,Canva Pro,KN,327
2024-02-29,Canva Pro,KN,327
2024-02-29,Canva Pro,KN,322
2024-02-29,Education,KN,8
2024-02-29,Free,KN,986
2024-03-31,Canva for Teams,KN,10
2024-03-31,Canva Pro - NFP,KN,5
2024-03-31,Canva Pro - NFP,KN,5
2024-03-31,Education,KN,8
2024-03-31,Education,KN,7
2024-04-30,Canva Pro,KN,292
2024-04-30,Canva Pro,KN,318
2024-04-30,Canva Pro - NFP,KN,4
2024-04-30,Canva Pro - NFP,KN,4
2024-04-30,Domain,KN,1
2024-04-30,Education,KN,7
2024-04-30,Education,KN,8
2024-04-30,Education,KN,4
2024-04-30,Free,KN,1105
2024-04-30,Free,KN,1038
2024-04-30,Free,KN,1148
2024-04-30,Free,KN,1148
2024-05-31,Canva Pro,KN,292
2024-05-31,Education,KN,10
2024-05-31,Free,KN,1243
2024-06-30,Canva Pro,KN,327
2024-06-30,Canva Pro,KN,318
2024-06-30,Canva Pro,KN,332
2024-06-30,Canva Pro,KN,318
2024-06-30,Canva Pro - NFP,KN,6
2024-06-30,Education,KN,11
2024-06-30,Education,KN,9
2024-06-30,Education,KN,9
2024-06-30,Enterprise,KN,10
2024-06-30,Free,KN,1045
2024-06-30,Free,KN,1045
2024-06-30,Free,KN,1105
2024-06-30,Free,KN,966
2024-07-31,Canva Pro,KN,332
2024-07-31,Education,KN,11
2024-07-31,Enterprise,KN,9
2024-07-31,Enterprise,KN,10
2024-08-31,Canva for Teams,KN,90
2024-08-31,Canva for Teams,KN,96
2024-08-31,Canva Pro - NFP,KN,5
2024-08-31,Education,KN,11
2024-08-31,Free,KN,1038
2024-08-31,Free,KN,1108
2024-09-30,Canva Pro - NFP,KN,6
2024-09-30,Domain,KN,17
2024-09-30,Education,KN,17
2024-09-30,Education,KN,11
2024-09-30,Education,KN,12
2024-09-30,Free,KN,1045
2024-10-31,Canva for Teams,KN,82
2024-10-31,Canva Pro,KN,317
2024-10-31,Canva Pro,KN,297
2024-10-31,Canva Pro - NFP,KN,6
2024-10-31,Canva Pro - NFP,KN,4
2024-10-31,Education,KN,16
2024-10-31,Free,KN,1206
2024-10-31,Free,KN,966
2024-11-30,Canva Pro,KN,285
2024-11-30,Canva Pro,KN,317
2024-11-30,Domain,KN,18
2024-11-30,Education,KN,18
2024-11-30,Enterprise,KN,16
2024-12-31,Canva Pro,KN,306
2024-12-31,Canva Pro,KN,306
2024-12-31,Education,KN,11
2024-12-31,Education,KN,18
2024-12-31,Free,KN,1038
2020-04-30,Free,KP,1
2020-04-30,Free,KP,0
2020-06-30,Free,KP,0
2020-06-30,Free,KP,2
2020-09-30,Free,KP,1
2020-12-31,Free,KP,2
2020-12-31,Free,KP,1
2020-12-31,Free,KP,1
2021-01-31,Free,KP,1
2021-01-31,Free,KP,2
2021-01-31,Free,KP,1
2021-07-31,Free,KP,0
2021-08-31,Free,KP,0
2021-08-31,Free,KP,1
2021-08-31,Free,KP,0
2021-12-31,Free,KP,0
2022-03-31,Free,KP,1
2020-01-31,Domain,KR,6
2020-02-29,Canva Pro - NFP,KR,47
2020-02-29,Domain,KR,11
2020-02-29,Education,KR,771
2020-02-29,Education,KR,9
2020-02-29,Free,KR,29379
2020-02-29,Free,KR,40956
2020-02-29,Unknown,KR,8
2020-02-29,Unknown,KR,22
2020-03-31,Education,KR,771
2020-03-31,Free,KR,52240
2020-03-31,Free,KR,29379
2020-03-31,Unknown,KR,2
2020-04-30,Canva Pro,KR,3924
2020-04-30,Canva Pro - NFP,KR,18
2020-04-30,Canva Pro - NFP,KR,24
2020-04-30,Canva Pro - NFP,KR,11
2020-04-30,Canva Pro - NFP,KR,14
2020-04-30,Domain,KR,7
2020-04-30,Domain,KR,22
2020-04-30,Free,KR,40956
2020-04-30,Free,KR,32536
2020-04-30,Unknown,KR,3
2020-04-30,Unknown,KR,6
2020-05-31,Canva Pro,KR,1808
2020-05-31,Canva Pro,KR,2953
2020-05-31,Education,KR,886
2020-05-31,Education,KR,2
2020-05-31,Enterprise,KR,109
2020-06-30,Canva Pro,KR,4976
2020-06-30,Canva Pro,KR,4457
2020-06-30,Education,KR,503
2020-06-30,Free,KR,40956
2020-07-31,Canva Pro,KR,3375
2020-07-31,Canva Pro,KR,3924
2020-07-31,Canva Pro,KR,4976
2020-07-31,Domain,KR,1
2020-07-31,Domain,KR,6
2020-07-31,Education,KR,1139
2020-07-31,Free,KR,40956
2020-07-31,Unknown,KR,11
2020-07-31,Unknown,KR,17
2020-09-30,Canva Pro - NFP,KR,25
2020-09-30,Canva Pro - NFP,KR,24
2020-09-30,Canva Pro - NFP,KR,14
2020-09-30,Canva Pro - NFP,KR,11
2020-09-30,Canva Pro - NFP,KR,34
2020-09-30,Education,KR,348
2020-09-30,Education,KR,771
2020-09-30,Free,KR,66104
2020-09-30,Free,KR,66104
2020-09-30,Unknown,KR,1
2020-10-31,Domain,KR,0
2020-10-31,Domain,KR,2
2020-10-31,Education,KR,771
2020-10-31,Unknown,KR,1
2020-10-31,Unknown,KR,2
2020-11-30,Domain,KR,1
2020-11-30,Domain,KR,19
2020-11-30,Free,KR,66272
2020-11-30,Unknown,KR,2
2020-12-31,Canva Pro,KR,4457
2020-12-31,Canva Pro,KR,3846
2020-12-31,Unknown,KR,12
2021-01-31,Canva Pro - NFP,KR,19
2021-01-31,Unknown,KR,1
2021-03-31,Canva Pro,KR,6167
2021-03-31,Canva Pro,KR,8605
2021-03-31,Canva Pro - NFP,KR,83
2021-03-31,Canva Pro - NFP,KR,83
2021-03-31,Domain,KR,17
2021-03-31,Education,KR,1986
2021-04-30,Canva Pro - NFP,KR,129
2021-04-30,Education,KR,2429
2021-04-30,Free,KR,71943
2021-05-31,Canva Pro - NFP,KR,83
2021-05-31,Education,KR,1586
2021-05-31,Free,KR,61642
2021-05-31,Free,KR,69450
2021-05-31,Unknown,KR,9
2021-05-31,Unknown,KR,2
2021-06-30,Canva Pro - NFP,KR,129
2021-06-30,Domain,KR,11
2021-06-30,Education,KR,1586
2021-06-30,Education,KR,1812
2021-06-30,Enterprise,KR,120
2021-06-30,Free,KR,69450
2021-06-30,Unknown,KR,29
2021-06-30,Unknown,KR,6
2021-07-31,Canva Pro,KR,9795
2021-07-31,Canva Pro,KR,9795
2021-07-31,Domain,KR,0
2021-07-31,Free,KR,61642
2021-08-31,Canva Pro,KR,9795
2021-08-31,Canva Pro - NFP,KR,90
2021-08-31,Education,KR,1812
2021-08-31,Enterprise,KR,118
2021-08-31,Free,KR,71713
2021-08-31,Free,KR,60690
2021-09-30,Canva for Teams,KR,3604
2021-09-30,Canva Pro,KR,7125
2021-09-30,Canva Pro - NFP,KR,129
2021-09-30,Domain,KR,0
2021-09-30,Education,KR,3873
2021-09-30,Free,KR,80269
2021-09-30,Unknown,KR,40
2021-10-31,Canva for Teams,KR,2575
2021-10-31,Canva Pro,KR,8605
2021-10-31,Canva Pro - NFP,KR,103
2021-10-31,Domain,KR,26
2021-10-31,Education,KR,4908
2021-10-31,Enterprise,KR,109
2021-10-31,Free,KR,80269
2021-11-30,Canva Pro,KR,7717
2021-11-30,Canva Pro,KR,6167
2021-11-30,Canva Pro,KR,9232
2021-11-30,Canva Pro - NFP,KR,183
2021-11-30,Free,KR,90359
2021-12-31,Canva Pro - NFP,KR,327
2021-12-31,Free,KR,88998
2021-12-31,Unknown,KR,2
2022-01-31,Canva Pro,KR,9232
2022-01-31,Canva Pro,KR,9795
2022-01-31,Canva Pro,KR,9795
2022-01-31,Canva Pro - NFP,KR,200
2022-01-31,Education,KR,6338
2022-01-31,Education,KR,6338
2022-01-31,Unknown,KR,5
2022-02-28,Canva Pro,KR,6078
2022-02-28,Canva Pro - NFP,KR,299
2022-02-28,Free,KR,80269
2022-02-28,Free,KR,80269
2022-03-31,Free,KR,109313
2022-03-31,Unknown,KR,3
2022-04-30,Canva for Teams,KR,2575
2022-04-30,Canva Pro,KR,13264
2022-04-30,Canva Pro - NFP,KR,229
2022-04-30,Domain,KR,8
2022-04-30,Education,KR,2659
2022-04-30,Free,KR,153154
2022-05-31,Canva for Teams,KR,2220
2022-05-31,Canva Pro,KR,17843
2022-05-31,Canva Pro,KR,17681
2022-05-31,Canva Pro,KR,17843
2022-05-31,Unknown,KR,26
2022-05-31,Unknown,KR,2
2022-06-30,Education,KR,7740
2022-06-30,Free,KR,96469
2022-06-30,Free,KR,109313
2022-06-30,Unknown,KR,2
2022-07-31,Canva Pro,KR,17681
2022-07-31,Canva Pro - NFP,KR,515
2022-07-31,Education,KR,9098
2022-07-31,Free,KR,109313
2022-08-31,Canva Pro - NFP,KR,601
2022-08-31,Education,KR,7740
2022-08-31,Education,KR,15383
2022-09-30,Canva Pro - NFP,KR,526
2022-09-30,Domain,KR,12
2022-09-30,Free,KR,91171
2022-09-30,Free,KR,118136
2022-09-30,Free,KR,91171
2022-09-30,Unknown,KR,12
2022-10-31,Canva Pro,KR,17735
2022-10-31,Enterprise,KR,109
2022-10-31,Enterprise,KR,0
2022-10-31,Free,KR,96846
2022-10-31,Unknown,KR,26
2022-10-31,Unknown,KR,7
2022-11-30,Canva Pro,KR,13264
2022-11-30,Canva Pro - NFP,KR,601
2022-11-30,Free,KR,136855
2022-11-30,Unknown,KR,1
2022-12-31,Canva Pro,KR,17735
2022-12-31,Canva Pro,KR,17681
